Draw,  Value
1980, 3
1981, 9
1982, 15
1983, 16
1984, 6
1985, 3
1986, 4
1987, 8
1988, 3
1989, 13
1990, 2
1991, 2
1992, 6
1993, 13
1994, 4
1995, 11
1996, 1
1997, 4
1998, 7
1999, 5
2000, 1
2001, 21
2002, 6
2003, 8
2004, 14
2005, 11
2006, 27
2007, 8
2008, 5
2009, 0
2010, 7
2011, 1
2012, 3
2013, 1
2014, 25
2015, 21
2016, 9
2017, 6
2018, 2
2019, 10
2020, 5
2021, 8
2022, 5
2023, 3
2024, 6
2025, 4
2026, 1
2027, 3
2028, 5
2029, 2
2030, 7
2031, 3
2032, 9
2033, 3
2034, 21
2035, 3
2036, 19
2037, 13
2038, 28
2039, 9
2040, 7
2041, 5
2042, 3
2043, 13
2044, 1
2045, 17
2046, 0
2047, 3
2048, 2
2049, 2
2050, 6
2051, 14
2052, 10
2053, 3
2054, 3
2055, 6
2056, 1
2057, 9
2058, 14
2059, 5
2060, 9
2061, 21
2062, 2
2063, 6
2064, 11
2065, 5
2066, 4
2067, 7
2068, 6
2069, 2
2070, 2
2071, 11
2072, 9
2073, 2
2074, 6
2075, 5
2076, 5
2077, 6
2078, 1
2079, 25
2080, 3
2081, 0
2082, 3
2083, 11
2084, 5
2085, 0
2086, 1
2087, 6
2088, 8
2089, 8
2090, 2
2091, 9
2092, 30
2093, 2
2094, 7
2095, 5
2096, 1
2097, 1
2098, 2
2099, 1
2100, 1
2101, 5
2102, 3
2103, 1
2104, 3
2105, 5
2106, 24
2107, 8
2108, 6
2109, 1
2110, 3
2111, 3
2112, 5
2113, 9
2114, 1
2115, 18
2116, 9
2117, 15
2118, 6
2119, 3
2120, 32
2121, 19
2122, 2
2123, 3
2124, 5
2125, 4
2126, 4
2127, 4
2128, 8
2129, 3
2130, 5
2131, 1
2132, 18
2133, 0
2134, 9
2135, 10
2136, 12
2137, 6
2138, 8
2139, 2
2140, 5
2141, 9
2142, 6
2143, 9
2144, 5
2145, 6
2146, 3
2147, 14
2148, 4
2149, 15
2150, 21
2151, 2
2152, 9
2153, 10
2154, 5
2155, 4
2156, 4
2157, 3
2158, 0
2159, 5
2160, 6
2161, 3
2162, 4
2163, 6
2164, 4
2165, 9
2166, 1
2167, 3
2168, 3
2169, 4
2170, 6
2171, 1
2172, 2
2173, 2
2174, 3
2175, 3
2176, 13
2177, 16
2178, 2
2179, 22
2180, 19
2181, 3
2182, 3
2183, 2
2184, 4
2185, 12
2186, 8
2187, 2
2188, 13
2189, 4
2190, 2
2191, 0
2192, 4
2193, 8
2194, 8
2195, 3
2196, 1
2197, 7
2198, 11
2199, 10
2200, 5
2201, 26
2202, 2
2203, 4
2204, 2
2205, 7
2206, 4
2207, 0
2208, 7
2209, 9
2210, 16
2211, 1
2212, 6
2213, 17
2214, 27
2215, 8
2216, 1
2217, 3
2218, 9
2219, 2
2220, 0
2221, 8
2222, 1
2223, 1
2224, 1
2225, 3
2226, 1
2227, 3
2228, 8
2229, 10
2230, 1
2231, 4
2232, 4
2233, 4
2234, 1
2235, 1
2236, 11
2237, 3
2238, 5
2239, 1
2240, 1
2241, 33
2242, 3
2243, 15
2244, 2
2245, 16
2246, 1
2247, 0
2248, 3
2249, 7
2250, 5
2251, 3
2252, 1
2253, 23
2254, 27
2255, 1
2256, 25
2257, 9
2258, 7
2259, 9
2260, 9
2261, 25
2262, 9
2263, 3
2264, 22
2265, 6
2266, 17
2267, 1
2268, 19
2269, 10
2270, 2
2271, 12
2272, 0
2273, 12
2274, 7
2275, 5
2276, 17
2277, 6
2278, 10
2279, 0
2280, 1
2281, 2
2282, 3
2283, 3
2284, 6
2285, 3
2286, 14
2287, 7
2288, 13
2289, 8
2290, 14
2291, 4
2292, 7
2293, 9
2294, 9
2295, 10
2296, 18
2297, 6
2298, 9
2299, 3
2300, 4
2301, 26
2302, 1
2303, 22
2304, 15
2305, 9
2306, 0
2307, 1
2308, 2
2309, 5
2310, 8
2311, 0
2312, 17
2313, 3
2314, 4
2315, 9
2316, 10
2317, 31
2318, 0
2319, 4
2320, 14
2321, 10
2322, 4
2323, 10
2324, 3
2325, 3
2326, 15
2327, 2
2328, 5
2329, 14
2330, 12
2331, 8
2332, 9
2333, 4
2334, 6
2335, 8
2336, 4
2337, 8
2338, 2
2339, 0
2340, 13
2341, 9
2342, 9
2343, 3
2344, 5
2345, 6
2346, 10
2347, 1
2348, 14
2349, 25
2350, 4
2351, 11
2352, 14
2353, 0
2354, 17
2355, 10
2356, 29
2357, 4
2358, 7
2359, 10
2360, 1
2361, 4
2362, 18
2363, 13
2364, 2
2365, 4
2366, 12
2367, 8
2368, 0
2369, 4
2370, 1
2371, 5
2372, 1
2373, 0
2374, 0
2375, 29
2376, 11
2377, 5
2378, 7
2379, 2
2380, 18
2381, 17
2382, 2
2383, 5
2384, 4
2385, 0
2386, 3
2387, 6
2388, 4
2389, 3
2390, 12
2391, 8
2392, 8
2393, 1
2394, 11
2395, 23
2396, 5
2397, 9
2398, 4
2399, 3
2400, 10
2401, 14
2402, 14
2403, 7
2404, 15
2405, 2
2406, 15
2407, 6
2408, 4
2409, 10
2410, 14
2411, 6
2412, 6
2413, 3
2414, 2
2415, 3
2416, 2
2417, 10
2418, 3
2419, 5
2420, 5
2421, 2
2422, 2
2423, 23
2424, 20
2425, 4
2426, 2
2427, 24
2428, 9
2429, 10
2430, 22
2431, 1
2432, 2
2433, 11
2434, 2
2435, 26
2436, 2
2437, 7
2438, 3
2439, 4
2440, 3
2441, 11
2442, 3
2443, 17
2444, 3
2445, 32
2446, 7
2447, 4
2448, 12
2449, 11
2450, 8
2451, 5
2452, 0
2453, 7
2454, 11
2455, 18
2456, 13
2457, 6
2458, 3
2459, 1
2460, 6
2461, 6
2462, 1
2463, 27
2464, 9
2465, 2
2466, 3
2467, 7
2468, 12
2469, 1
2470, 7
2471, 12
2472, 2
2473, 10
2474, 7
2475, 19
2476, 13
2477, 11
2478, 4
2479, 1
2480, 13
2481, 6
2482, 1
2483, 2
2484, 16
2485, 1
2486, 6
2487, 6
2488, 7
2489, 2
2490, 19
2491, 2
2492, 16
2493, 3
2494, 4
2495, 10
2496, 21
2497, 6
