date,cases
2020-05-10,11
2020-05-11,15
2020-05-12,35
2020-05-13,32
2020-05-14,51
2020-05-15,27
2020-05-16,13
2020-05-17,16
2020-05-18,50
2020-05-19,40
2020-05-20,24
2020-05-21,23
2020-05-22,15
2020-05-23,15
2020-05-24,5
2020-05-25,6
2020-05-26,18
2020-05-27,8
2020-05-28,22
2020-05-29,11
2020-05-30,8
2020-05-31,7
2020-06-01,6
2020-06-02,7
2020-06-03,7
2020-06-04,7
2020-06-05,10
2020-06-06,-1
2020-06-07,0
2020-06-08,4
2020-06-09,0
2020-06-10,11
2020-06-11,5
2020-06-12,-1
2020-06-13,4
2020-06-14,-1
2020-06-15,7
2020-06-16,12
2020-06-17,8
2020-06-18,-1
2020-06-19,5
2020-06-20,4
2020-06-21,-1
2020-06-22,-1
2020-06-23,6
2020-06-24,6
2020-06-25,-1
2020-06-26,5
2020-06-27,-1
2020-06-28,-1
2020-06-29,-1
2020-06-30,-1
2020-07-01,4
2020-07-02,-1
2020-07-03,4
2020-07-04,5
2020-07-05,0
2020-07-06,-1
2020-07-07,6
2020-07-08,-1
2020-07-09,-1
2020-07-10,-1
2020-07-11,-1
2020-07-12,-1
2020-07-13,-1
2020-07-14,-1
2020-07-15,-1
2020-07-16,7
2020-07-17,-1
2020-07-18,-1
2020-07-19,-1
2020-07-20,-1
2020-07-21,-1
2020-07-22,4
2020-07-23,0
2020-07-24,6
2020-07-25,-1
2020-07-26,-1
2020-07-27,-1
2020-07-28,-1
2020-07-29,-1
2020-07-30,-1
2020-07-31,-1
2020-08-01,0
2020-08-02,-1
2020-08-03,0
2020-08-04,-1
2020-08-05,-1
2020-08-06,-1
2020-08-07,-1
2020-08-08,-1
2020-08-09,-1
2020-08-10,-1
2020-08-11,-1
2020-08-12,4
2020-08-13,0
2020-08-14,4
2020-08-15,-1
2020-08-16,0
2020-08-17,-1
2020-08-18,-1
2020-08-19,5
2020-08-20,0
2020-08-21,-1
2020-08-22,6
2020-08-23,-1
2020-08-24,-1
2020-08-25,-1
2020-08-26,-1
2020-08-27,24
2020-08-28,8
2020-08-29,-1
2020-08-30,-1
2020-08-31,0
2020-09-01,-1
2020-09-02,-1
2020-09-03,8
2020-09-04,0
2020-09-05,4
2020-09-06,4
2020-09-07,4
2020-09-08,-1
2020-09-09,8
2020-09-10,6
2020-09-11,13
2020-09-12,-1
2020-09-13,-1
2020-09-14,5
2020-09-15,13
2020-09-16,-1
2020-09-17,-1
2020-09-18,5
2020-09-19,-1
2020-09-20,7
2020-09-21,4
2020-09-22,6
2020-09-23,10
2020-09-24,8
2020-09-25,9
2020-09-26,10
2020-09-27,22
2020-09-28,8
2020-09-29,9
2020-09-30,18
2020-10-01,22
2020-10-02,42
2020-10-03,29
2020-10-04,14
2020-10-05,21
2020-10-06,19
2020-10-07,26
2020-10-08,28
2020-10-09,42
2020-10-10,23
2020-10-11,29
2020-10-12,26
2020-10-13,37
2020-10-14,31
2020-10-15,59
2020-10-16,87
2020-10-17,128
2020-10-18,62
2020-10-19,114
2020-10-20,111
2020-10-21,218
2020-10-22,155
2020-10-23,181
2020-10-24,177
2020-10-25,117
2020-10-26,221
2020-10-27,257
2020-10-28,232
2020-10-29,222
2020-10-30,183
2020-10-31,276
2020-11-01,206
2020-11-02,241
2020-11-03,328
2020-11-04,383
2020-11-05,463
2020-11-06,337
2020-11-07,429
2020-11-08,338
2020-11-09,397
2020-11-10,401
2020-11-11,574
2020-11-12,554
2020-11-13,540
2020-11-14,343
2020-11-15,286
2020-11-16,403
2020-11-17,394
2020-11-18,449
2020-11-19,400
2020-11-20,333
2020-11-21,345
2020-11-22,216
2020-11-23,301
2020-11-24,383
2020-11-25,366
2020-11-26,434
2020-11-27,327
2020-11-28,264
2020-11-29,130
2020-11-30,272
2020-12-01,301
2020-12-02,343
2020-12-03,262
2020-12-04,230
2020-12-05,194
2020-12-06,127
2020-12-07,188
2020-12-08,90
2020-12-09,179
2020-12-10,237
2020-12-11,227
2020-12-12,102
2020-12-13,120
2020-12-14,104
2020-12-15,190
2020-12-16,0
2020-12-17,0
2020-12-18,0
2020-12-19,0
2020-12-20,0
2020-12-21,0
2020-12-22,0
2020-12-23,0
2020-12-24,0
2020-12-25,0
2020-12-26,0
2020-12-27,0
2020-12-28,0
2020-12-29,0
2020-12-30,0
2020-12-31,0
