Draw, Value
1259, 14
1260, 17
1261, 1
1262, 17
1263, 12
1264, 10
1265, 10
1266, 13
1267, 9
1268, 6
1269, 11
1270, 19
1271, 12
1272, 9
1273, 12
1274, 8
1275, 10
1276, 9
1277, 18
1278, 10
1279, 8
1280, 10
1281, 7
1282, 11
1283, 7
1284, 15
1285, 20
1286, 16
1287, 6
1288, 12
1289, 19
1290, 7
1291, 6
1292, 4
1293, 8
1294, 14
1295, 5
1296, 12
1297, 10
1298, 6
1299, 6
1300, 13
1301, 9
1302, 13
1303, 5
1304, 23
1305, 10
1306, 4
1307, 3
1308, 7
1309, 5
1310, 16
1311, 10
1312, 12
1313, 15
1314, 8
1315, 9
1316, 14
1317, 7
1318, 8
1319, 11
1320, 14
1321, 6
1322, 10
1323, 12
1324, 4
1325, 4
1326, 12
1327, 15
1328, 7
1329, 11
1330, 10
1331, 2
1332, 13
1333, 16
1334, 9
1335, 9
1336, 12
1337, 7
1338, 13
1339, 7
1340, 4
1341, 7
1342, 23
1343, 19
1344, 9
1345, 6
1346, 13
1347, 6
1348, 8
1349, 9
1350, 7
1351, 9
1352, 9
1353, 9
1354, 12
1355, 4
1356, 6
1357, 19
1358, 11
1359, 9
1360, 6
1361, 7
1362, 10
1363, 15
1364, 9
1365, 18
1366, 14
1367, 10
1368, 4
1369, 14
1370, 2
1371, 23
1372, 3
1373, 6
1374, 8
1375, 5
1376, 7
1377, 8
1378, 12
1379, 15
1380, 5
1381, 3
1382, 19
1383, 17
1384, 12
1385, 17
1386, 24
1387, 11
1388, 18
1389, 7
1390, 9
1391, 13
1392, 5
1393, 14
1394, 3
1395, 6
1396, 12
1397, 17
1398, 13
1399, 11
1400, 10
1401, 6
1402, 8
1403, 17
1404, 8
1405, 18
1406, 5
1407, 3
1408, 20
1409, 14
1410, 3
1411, 4
1412, 6
1413, 15
1414, 15
1415, 6
1416, 3
1417, 3
1418, 13
1419, 1
1420, 12
1421, 21
1422, 11
1423, 8
1424, 9
1425, 11
1426, 7
1427, 8
1428, 24
1429, 9
1430, 9
1431, 18
1432, 14
1433, 7
1434, 3
1435, 20
1436, 4
1437, 8
1438, 5
1439, 17
1440, 13
1441, 3
1442, 25
1443, 3
1444, 5
1445, 16
1446, 10
1447, 4
1448, 7
1449, 12
1450, 9
1451, 20
1452, 7
1453, 3
1454, 4
1455, 8
1456, 16
1457, 15
1458, 14
1459, 10
1460, 2
1461, 10
1462, 7
1463, 9
1464, 11
1465, 2
1466, 4
1467, 2
1468, 19
1469, 9
1470, 2
1471, 14
1472, 10
1473, 7
1474, 13
1475, 4
1476, 15
1477, 16
1478, 6
1479, 21
1480, 16
1481, 4
1482, 17
1483, 12
1484, 6
1485, 12
1486, 6
1487, 13
1488, 11
1489, 5
1490, 9
1491, 9
1492, 8
1493, 19
1494, 3
1495, 12
1496, 3
1497, 19
1498, 11
1499, 2
1500, 11
1501, 10
1502, 11
1503, 14
1504, 6
1505, 14
1506, 9
1507, 11
1508, 9
1509, 11
1510, 7
1511, 13
1512, 4
1513, 4
1514, 4
1515, 12
1516, 7
1517, 17
1518, 12
1519, 9
1520, 5
1521, 2
1522, 6
1523, 0
1524, 2
1525, 8
1526, 8
1527, 13
1528, 2
1529, 2
1530, 10
1531, 4
1532, 5
1533, 13
1534, 6
1535, 8
1536, 4
1537, 10
1538, 3
1539, 8
1540, 15
1541, 7
1542, 6
1543, 7
1544, 18
1545, 12
1546, 13
1547, 8
1548, 15
1549, 7
1550, 8
1551, 20
1552, 8
1553, 10
1554, 18
1555, 5
1556, 16
1557, 3
1558, 11
1559, 11
1560, 4
1561, 21
1562, 6
1563, 9
1564, 10
1565, 11
1566, 9
1567, 9
1568, 17
1569, 14
1570, 13
1571, 5
1572, 9
1573, 16
1574, 13
1575, 4
1576, 8
1577, 15
1578, 20
1579, 5
1580, 11
1581, 5
1582, 2
1583, 6
1584, 9
1585, 6
1586, 7
1587, 11
1588, 6
1589, 11
1590, 16
1591, 10
1592, 5
1593, 15
1594, 14
1595, 12
1596, 7
1597, 10
1598, 13
1599, 4
1600, 6
1601, 13
1602, 4
1603, 12
1604, 5
1605, 4
1606, 10
1607, 1
1608, 8
1609, 9
1610, 5
1611, 12
1612, 14
1613, 11
1614, 6
1615, 19
1616, 12
1617, 10
1618, 5
1619, 6
1620, 17
1621, 12
1622, 15
1623, 15
1624, 11
1625, 11
1626, 7
1627, 8
1628, 14
1629, 15
1630, 6
1631, 12
1632, 10
1633, 10
1634, 12
1635, 10
1636, 11
1637, 2
1638, 2
1639, 5
1640, 8
1641, 8
1642, 1
1643, 9
1644, 24
1645, 2
1646, 3
1647, 15
1648, 22
1649, 13
1650, 6
1651, 4
1652, 9
1653, 10
1654, 17
1655, 3
1656, 7
1657, 11
1658, 14
1659, 13
1660, 11
1661, 4
1662, 14
1663, 1
1664, 16
1665, 12
1666, 17
1667, 3
1668, 7
1669, 17
1670, 7
1671, 14
1672, 11
1673, 6
1674, 12
1675, 6
1676, 6
1677, 10
1678, 13
1679, 1
1680, 12
1681, 8
1682, 15
1683, 17
1684, 19
1685, 5
1686, 4
1687, 11
1688, 5
1689, 8
1690, 3
1691, 10
1692, 11
1693, 13
1694, 25
1695, 22
1696, 9
1697, 10
1698, 7
1699, 10
1700, 7
1701, 11
1702, 2
1703, 5
1704, 7
1705, 15
1706, 8
1707, 9
1708, 8
1709, 12
1710, 3
1711, 17
1712, 7
1713, 13
1714, 6
1715, 13
1716, 14
1717, 17
1718, 17
1719, 6
1720, 17
1721, 16
1722, 2
1723, 3
1724, 12
1725, 11
1726, 20
1727, 4
1728, 9
1729, 9
1730, 7
1731, 2
1732, 9
1733, 15
1734, 9
1735, 22
1736, 7
1737, 5
1738, 17
1739, 18
1740, 13
1741, 18
1742, 13
1743, 11
1744, 8
1745, 4
1746, 7
1747, 4
1748, 12
1749, 24
1750, 7
1751, 16
1752, 10
1753, 17
1754, 10
1755, 10
1756, 14
1757, 6
1758, 10
1759, 12
1760, 7
1761, 12
1762, 6
1763, 10
1764, 7
1765, 5
1766, 10
1767, 14
1768, 18
1769, 4
1770, 7
1771, 8
1772, 6
1773, 8
1774, 2
1775, 16
1776, 5
1777, 19
1778, 18
1779, 6
1780, 9
1781, 11
1782, 11
1783, 10
1784, 8
1785, 12
1786, 8
1787, 11
1788, 5
1789, 7
1790, 4
1791, 12
1792, 3
1793, 10
1794, 14
1795, 7
1796, 7
1797, 7
1798, 8
1799, 10
1800, 4
1801, 12
1802, 5
1803, 3
1804, 12
1805, 5
1806, 2
1807, 8
1808, 14
1809, 6
1810, 14
1811, 12
1812, 6
1813, 8
1814, 16
1815, 3
1816, 20
1817, 5
1818, 13
1819, 3
1820, 9
1821, 11
1822, 7
1823, 13
1824, 14
1825, 14
1826, 17
1827, 2
1828, 1
1829, 4
1830, 6
1831, 9
1832, 10
1833, 4
1834, 21
1835, 15
1836, 3
1837, 4
1838, 7
1839, 5
1840, 4
1841, 20
1842, 16
1843, 10
1844, 9
1845, 3
1846, 23
1847, 4
1848, 10
1849, 12
1850, 2
1851, 6
1852, 6
1853, 6
1854, 19
1855, 5
1856, 3
1857, 3
1858, 8
1859, 4
1860, 6
1861, 12
1862, 4
1863, 9
1864, 2
1865, 9
1866, 18
1867, 11
1868, 6
1869, 6
1870, 13
1871, 15
1872, 9
1873, 7
1874, 4
1875, 14
1876, 7
1877, 15
1878, 13
1879, 5
1880, 3
1881, 12
1882, 13
1883, 17
1884, 8
1885, 9
1886, 13
1887, 18
1888, 12
1889, 8
1890, 9
1891, 10
1892, 19
1893, 5
1894, 13
1895, 17
1896, 5
1897, 6
1898, 10
1899, 4
1900, 1
1901, 15
1902, 10
1903, 6
1904, 6
1905, 11
1906, 4
1907, 10
1908, 8
1909, 5
1910, 7
1911, 5
1912, 13
1913, 5
1914, 10
1915, 7
1916, 10
1917, 8
1918, 15
1919, 25
1920, 3
1921, 3
1922, 7
1923, 9
1924, 10
1925, 7
1926, 4
1927, 9
1928, 10
1929, 18
1930, 13
1931, 13
1932, 5
1933, 21
1934, 14
1935, 19
1936, 14
1937, 10
1938, 18
1939, 3
1940, 16
1941, 6
1942, 5
1943, 10
1944, 23
1945, 5
1946, 14
1947, 13
1948, 4
1949, 12
1950, 6
1951, 3
1952, 3
1953, 19
1954, 9
1955, 11
1956, 12
1957, 2
1958, 3
1959, 6
1960, 7
1961, 5
1962, 10
1963, 4
1964, 13
1965, 4
1966, 7
1967, 9
1968, 13
1969, 10
1970, 20
1971, 13
1972, 8
1973, 5
1974, 15
1975, 13
1976, 3
1977, 14
1978, 3
1979, 8
1980, 11
1981, 16
1982, 23
1983, 8
1984, 7
1985, 7
1986, 6
1987, 6
1988, 7
1989, 5
1990, 8
1991, 3
1992, 13
1993, 9
1994, 8
1995, 10
1996, 16
1997, 23
1998, 8
1999, 7
2000, 9
2001, 6
2002, 18
2003, 13
2004, 16
2005, 10
2006, 7
2007, 11
2008, 11
2009, 5
2010, 13
2011, 7
2012, 16
2013, 4
2014, 10
2015, 7
2016, 12
2017, 19
2018, 10
2019, 5
2020, 23
2021, 6
2022, 18
2023, 11
2024, 4
2025, 9
2026, 5
2027, 6
2028, 0
2029, 12
2030, 5
2031, 8
2032, 6
2033, 8
2034, 7
2035, 7
2036, 3
2037, 17
2038, 1
2039, 5
2040, 10
2041, 5
2042, 5
2043, 14
2044, 10
2045, 11
2046, 19
2047, 14
2048, 7
2049, 3
2050, 15
2051, 10
2052, 11
2053, 5
2054, 7
2055, 13
2056, 16
2057, 8
2058, 9
2059, 9
2060, 6
2061, 14
2062, 13
2063, 12
2064, 5
2065, 8
2066, 5
2067, 12
2068, 6
2069, 5
2070, 12
2071, 10
2072, 8
2073, 8
2074, 2
2075, 4
2076, 16
2077, 11
2078, 10
2079, 7
2080, 9
2081, 7
2082, 7
2083, 5
2084, 24
2085, 12
2086, 1
2087, 8
2088, 15
2089, 14
2090, 11
2091, 7
2092, 9
2093, 13
2094, 18
2095, 24
2096, 10
2097, 15
2098, 4
2099, 15
2100, 10
2101, 18
2102, 11
2103, 5
2104, 18
2105, 10
2106, 4
2107, 15
2108, 9
2109, 17
2110, 4
2111, 4
2112, 2
2113, 6
2114, 6
2115, 15
2116, 14
2117, 9
2118, 7
2119, 7
2120, 15
2121, 14
2122, 9
2123, 6
2124, 13
2125, 7
2126, 11
2127, 7
2128, 8
2129, 7
2130, 3
2131, 8
2132, 21
2133, 7
2134, 13
2135, 6
2136, 7
2137, 7
2138, 15
2139, 3
2140, 3
2141, 7
2142, 5
2143, 25
2144, 14
2145, 12
2146, 9
2147, 9
2148, 6
2149, 2
2150, 15
2151, 15
2152, 8
2153, 18
2154, 5
2155, 7
2156, 15
2157, 9
2158, 6
2159, 16
2160, 4
2161, 12
2162, 17
2163, 6
2164, 2
2165, 5
2166, 11
2167, 12
2168, 4
2169, 13
2170, 8
2171, 17
2172, 1
2173, 2
2174, 6
2175, 11
2176, 9
2177, 4
2178, 5
2179, 3
2180, 4
2181, 6
2182, 13
2183, 14
2184, 4
2185, 9
2186, 10
2187, 8
2188, 17
2189, 4
2190, 7
2191, 17
2192, 14
2193, 1
2194, 9
2195, 5
2196, 3
2197, 20
2198, 13
2199, 1
2200, 9
2201, 5
2202, 13
2203, 4
2204, 8
2205, 7
2206, 5
2207, 5
2208, 7
2209, 5
2210, 14
2211, 15
2212, 9
2213, 12
2214, 4
2215, 11
2216, 10
2217, 11
2218, 12
2219, 7
2220, 5
2221, 18
2222, 13
2223, 11
2224, 7
2225, 16
2226, 12
2227, 2
2228, 14
2229, 7
2230, 5
2231, 18
2232, 9
2233, 11
2234, 6
2235, 13
2236, 14
2237, 8
2238, 4
2239, 11
2240, 9
2241, 8
2242, 8
2243, 6
2244, 3
2245, 12
2246, 8
2247, 6
2248, 18
2249, 4
2250, 13
2251, 2
2252, 10
2253, 9
2254, 8
2255, 19
2256, 16
2257, 12
2258, 3
2259, 7
2260, 15
2261, 4
2262, 7
2263, 3
2264, 6
2265, 7
2266, 16
2267, 13
2268, 8
2269, 10
2270, 3
2271, 11
2272, 5
2273, 2
2274, 2
2275, 6
2276, 14
2277, 14
2278, 5
2279, 12
2280, 12
2281, 12
2282, 16
2283, 9
2284, 13
2285, 7
2286, 10
2287, 7
2288, 10
2289, 7
2290, 3
2291, 7
2292, 6
2293, 11
2294, 8
2295, 16
2296, 6
2297, 7
2298, 5
2299, 8
2300, 10
2301, 14
2302, 3
2303, 11
2304, 1
2305, 7
2306, 7
2307, 6
2308, 17
2309, 10
2310, 8
2311, 13
2312, 10
2313, 6
2314, 5
2315, 14
2316, 5
2317, 7
2318, 4
2319, 11
2320, 8
2321, 5
2322, 10
2323, 14
2324, 15
2325, 18
2326, 10
2327, 8
2328, 11
2329, 9
2330, 12
2331, 8
2332, 4
2333, 9
2334, 24
2335, 10
2336, 5
2337, 1
2338, 6
2339, 5
2340, 9
2341, 10
2342, 7
2343, 7
2344, 12
2345, 7
2346, 16
2347, 3
2348, 8
2349, 4
2350, 2
2351, 7
2352, 6
2353, 1
2354, 12
2355, 13
2356, 9
2357, 14
2358, 13
2359, 13
2360, 10
2361, 7
2362, 17
2363, 13
2364, 4
2365, 20
2366, 5
2367, 8
2368, 2
2369, 12
2370, 12
2371, 8
2372, 10
2373, 13
2374, 4
2375, 6
2376, 6
2377, 13
2378, 12
2379, 17
2380, 4
2381, 14
2382, 22
2383, 8
2384, 11
2385, 2
2386, 14
2387, 18
2388, 9
2389, 21
2390, 22
2391, 15
2392, 6
2393, 11
2394, 4
2395, 14
2396, 8
2397, 17
2398, 21
2399, 8
2400, 2
2401, 18
2402, 12
2403, 5
2404, 5
2405, 3
2406, 6
2407, 13
2408, 9
2409, 14
2410, 11
2411, 8
2412, 20
2413, 6
2414, 13
2415, 7
2416, 13
2417, 6
2418, 7
2419, 4
2420, 5
2421, 14
2422, 10
2423, 14
2424, 0
2425, 13
2426, 11
2427, 5
2428, 1
2429, 9
2430, 7
2431, 7
2432, 3
2433, 1
2434, 9
2435, 15
2436, 9
2437, 7
2438, 6
2439, 6
2440, 7
2441, 6
2442, 4
2443, 5
2444, 1
2445, 18
2446, 19
2447, 11
2448, 11
2449, 12
2450, 7
2451, 3
2452, 7
2453, 10
2454, 5
2455, 2
2456, 13
2457, 15
2458, 21
2459, 12
2460, 14
2461, 14
2462, 14
2463, 6
2464, 10
2465, 13
2466, 8
2467, 12
2468, 14
2469, 3
2470, 3
2471, 10
2472, 10
2473, 10
2474, 13
2475, 12
2476, 16
2477, 5
2478, 14
2479, 1
2480, 6
2481, 13
2482, 12
2483, 13
2484, 14
2485, 11
2486, 10
2487, 8
2488, 20
2489, 9
2490, 6
2491, 2
2492, 10
2493, 8
2494, 13
2495, 9
2496, 14
2497, 14
