data,IQP_fqp,iqp_FQP
2020-06-01,-1,0
2020-06-02,-1,-1
2020-06-03,0,-1
2020-06-04,0,-1
2020-06-05,-1,0
2020-06-06,-1,-1
2020-06-07,-1,0
2020-06-08,0,-1
2020-06-09,0,-1
2020-06-10,0,-1
2020-06-11,-1,-1
2020-06-12,0,-1
2020-06-13,0,-1
2020-06-14,-1,0
2020-06-15,0,0
2020-06-16,-1,0
2020-06-17,-1,0
2020-06-18,0,0
2020-06-19,0,-1
2020-06-20,0,-1
2020-06-21,0,0
2020-06-22,0,-1
2020-06-23,-1,-1
2020-06-24,0,0
2020-06-25,0,-1
2020-06-26,0,0
2020-06-27,0,0
2020-06-28,0,0
2020-06-29,0,0
2020-06-30,-1,0
2020-07-01,-1,0
2020-07-02,-1,0
2020-07-03,0,0
2020-07-04,0,0
2020-07-05,0,0
2020-07-06,-1,-1
2020-07-07,0,-1
2020-07-08,0,0
2020-07-09,0,0
2020-07-10,0,-1
2020-07-11,0,0
2020-07-12,0,0
2020-07-13,0,0
2020-07-14,0,-1
2020-07-15,-1,0
2020-07-16,0,0
2020-07-17,0,0
2020-07-18,-1,0
2020-07-19,0,-1
2020-07-20,-1,0
2020-07-21,0,0
2020-07-22,0,-1
2020-07-23,-1,0
2020-07-24,0,0
2020-07-25,0,0
2020-07-26,0,-1
2020-07-27,-1,-1
2020-07-28,-1,0
2020-07-29,-1,-1
2020-07-30,0,-1
2020-07-31,-1,0
2020-08-01,0,-1
2020-08-02,-1,0
2020-08-03,-1,-1
2020-08-04,-1,-1
2020-08-05,-1,-1
2020-08-06,0,0
2020-08-07,0,-1
2020-08-08,-1,-1
2020-08-09,0,-1
2020-08-10,0,-1
2020-08-11,0,-1
2020-08-12,-1,-1
2020-08-13,-1,0
2020-08-14,-1,-1
2020-08-15,-1,0
2020-08-16,-1,-1
2020-08-17,-1,-1
2020-08-18,0,0
2020-08-19,0,-1
2020-08-20,-1,0
2020-08-21,-1,-1
2020-08-22,5,-1
2020-08-23,0,0
2020-08-24,-1,0
2020-08-25,-1,-1
2020-08-26,-1,0
2020-08-27,0,0
2020-08-28,-1,-1
2020-08-29,-1,-1
2020-08-30,-1,-1
2020-08-31,-1,-1
2020-09-01,-1,-1
2020-09-02,-1,0
2020-09-03,-1,0
2020-09-04,-1,-1
2020-09-05,-1,-1
2020-09-06,-1,-1
2020-09-07,-1,0
2020-09-08,-1,-1
2020-09-09,-1,-1
2020-09-10,4,5
2020-09-11,5,0
2020-09-12,-1,-1
2020-09-13,6,7
2020-09-14,6,-1
2020-09-15,-1,-1
2020-09-16,4,-1
2020-09-17,-1,4
2020-09-18,-1,-1
2020-09-19,5,7
2020-09-20,4,4
2020-09-21,5,4
2020-09-22,9,-1
2020-09-23,8,-1
2020-09-24,14,5
2020-09-25,11,5
2020-09-26,14,4
2020-09-27,11,11
2020-09-28,16,5
2020-09-29,20,11
2020-09-30,18,6
2020-10-01,16,12
2020-10-02,18,14
2020-10-03,19,14
2020-10-04,28,12
2020-10-05,30,16
2020-10-06,33,16
2020-10-07,36,22
2020-10-08,48,28
2020-10-09,42,20
2020-10-10,49,29
2020-10-11,52,22
2020-10-12,55,41
2020-10-13,65,39
2020-10-14,59,42
2020-10-15,55,44
2020-10-16,65,51
2020-10-17,72,43
2020-10-18,88,58
2020-10-19,77,62
2020-10-20,74,64
2020-10-21,89,69
2020-10-22,93,71
2020-10-23,85,70
2020-10-24,105,76
2020-10-25,99,70
2020-10-26,99,97
2020-10-27,121,98
2020-10-28,115,85
2020-10-29,109,93
2020-10-30,120,91
2020-10-31,114,94
2020-11-01,123,118
2020-11-02,99,121
2020-11-03,124,145
2020-11-04,114,126
2020-11-05,114,119
2020-11-06,91,119
2020-11-07,97,108
2020-11-08,99,105
2020-11-09,90,114
2020-11-10,101,105
2020-11-11,91,109
2020-11-12,90,112
2020-11-13,83,97
2020-11-14,67,104
2020-11-15,80,98
2020-11-16,67,82
2020-11-17,56,102
2020-11-18,52,85
2020-11-19,65,66
2020-11-20,55,51
2020-11-21,37,71
2020-11-22,47,62
2020-11-23,44,65
2020-11-24,45,71
2020-11-25,27,48
2020-11-26,36,56
2020-11-27,40,47
2020-11-28,35,44
2020-11-29,32,40
2020-11-30,34,38
2020-12-01,17,46
2020-12-02,17,39
2020-12-03,21,28
2020-12-04,14,31
2020-12-05,13,22
2020-12-06,14,26
2020-12-07,9,16
2020-12-08,12,23
2020-12-09,8,26
2020-12-10,-1,15
2020-12-11,-1,11
2020-12-12,7,-1
2020-12-13,0,8
2020-12-14,0,4
2020-12-15,0,0
2020-12-16,0,0
2020-12-17,0,0
2020-12-18,0,0
2020-12-19,0,0
2020-12-20,0,0
2020-12-21,0,0
2020-12-22,0,0
2020-12-23,0,0
2020-12-24,0,0
2020-12-25,0,0
2020-12-26,0,0
2020-12-27,0,0
2020-12-28,0,0
2020-12-29,0,0
2020-12-30,0,0
2020-12-31,0,0
