data,IS_p_iqo_fqo_g,is_P_iqo_fqo_g,is_p_IQO_fqo_g,is_p_iqo_FQO_g,is_p_iqo_fqo_G
2020-11-23,30,24,24,64,64
2020-11-24,32,37,37,40,40
2020-11-25,30,39,39,36,36
2020-11-26,21,27,27,55,55
2020-11-27,18,29,29,44,44
2020-11-28,15,16,16,47,47
2020-11-29,20,7,7,53,53
2020-11-30,19,21,21,52,52
2020-12-01,27,19,19,39,39
2020-12-02,19,27,27,46,46
2020-12-03,13,26,26,43,43
2020-12-04,14,13,13,38,38
2020-12-05,11,17,17,49,49
2020-12-06,8,7,7,50,50
2020-12-07,10,14,14,40,40
2020-12-08,15,8,8,33,33
2020-12-09,17,12,12,29,29
2020-12-10,9,19,19,40,40
2020-12-11,13,13,13,30,30
2020-12-12,12,14,14,18,18
2020-12-13,8,9,9,28,28
2020-12-14,9,6,6,30,30
2020-12-15,5,16,16,19,19
2020-12-16,0,0,0,28,28
2020-12-17,0,0,0,17,17
2020-12-18,0,0,0,20,20
2020-12-19,0,0,0,18,18
2020-12-20,0,0,0,32,32
2020-12-21,0,0,0,12,12
2020-12-22,0,0,0,13,13
2020-12-23,0,0,0,22,22
2020-12-24,0,0,0,9,9
2020-12-25,0,0,0,102,102
2020-12-26,0,0,0,0,0
2020-12-27,0,0,0,0,0
2020-12-28,0,0,0,0,0
2020-12-29,0,0,0,0,0
2020-12-30,0,0,0,0,0
2020-12-31,0,0,0,0,0
