data,IQP_fqp,iqp_FQP
2020-05-31,-1,0
2020-06-01,0,0
2020-06-02,0,-1
2020-06-03,0,0
2020-06-04,0,-1
2020-06-05,0,0
2020-06-06,0,0
2020-06-07,-1,-1
2020-06-08,-1,-1
2020-06-09,0,0
2020-06-10,0,0
2020-06-11,0,0
2020-06-12,0,-1
2020-06-13,0,0
2020-06-14,0,0
2020-06-15,-1,0
2020-06-16,0,-1
2020-06-17,0,0
2020-06-18,0,0
2020-06-19,-1,0
2020-06-20,0,-1
2020-06-21,-1,0
2020-06-22,0,0
2020-06-23,0,0
2020-06-24,0,0
2020-06-25,0,0
2020-06-26,0,0
2020-06-27,0,0
2020-06-28,0,0
2020-06-29,0,-1
2020-06-30,0,0
2020-07-01,0,0
2020-07-02,-1,0
2020-07-03,0,0
2020-07-04,0,0
2020-07-05,0,0
2020-07-06,-1,0
2020-07-07,0,0
2020-07-08,0,0
2020-07-09,0,0
2020-07-10,-1,0
2020-07-11,0,-1
2020-07-12,0,0
2020-07-13,0,0
2020-07-14,-1,-1
2020-07-15,-1,0
2020-07-16,0,0
2020-07-17,0,-1
2020-07-18,0,0
2020-07-19,0,0
2020-07-20,0,0
2020-07-21,0,0
2020-07-22,-1,0
2020-07-23,0,-1
2020-07-24,0,0
2020-07-25,0,0
2020-07-26,0,0
2020-07-27,0,0
2020-07-28,0,0
2020-07-29,0,-1
2020-07-30,0,0
2020-07-31,0,0
2020-08-01,-1,0
2020-08-02,-1,0
2020-08-03,-1,-1
2020-08-04,0,0
2020-08-05,0,0
2020-08-06,0,-1
2020-08-07,0,0
2020-08-08,-1,-1
2020-08-09,0,0
2020-08-10,-1,-1
2020-08-11,0,0
2020-08-12,-1,-1
2020-08-13,0,0
2020-08-14,-1,0
2020-08-15,0,0
2020-08-16,0,-1
2020-08-17,-1,0
2020-08-18,0,-1
2020-08-19,-1,-1
2020-08-20,-1,-1
2020-08-21,-1,0
2020-08-22,-1,0
2020-08-23,6,0
2020-08-24,-1,-1
2020-08-25,0,-1
2020-08-26,0,-1
2020-08-27,-1,-1
2020-08-28,-1,-1
2020-08-29,-1,4
2020-08-30,-1,0
2020-08-31,-1,-1
2020-09-01,0,-1
2020-09-02,-1,0
2020-09-03,-1,-1
2020-09-04,-1,-1
2020-09-05,-1,-1
2020-09-06,-1,4
2020-09-07,-1,0
2020-09-08,-1,-1
2020-09-09,4,-1
2020-09-10,-1,0
2020-09-11,-1,-1
2020-09-12,0,-1
2020-09-13,-1,0
2020-09-14,7,-1
2020-09-15,-1,0
2020-09-16,-1,-1
2020-09-17,-1,-1
2020-09-18,-1,-1
2020-09-19,6,-1
2020-09-20,-1,6
2020-09-21,5,-1
2020-09-22,5,4
2020-09-23,6,4
2020-09-24,7,-1
2020-09-25,4,-1
2020-09-26,8,7
2020-09-27,10,4
2020-09-28,11,4
2020-09-29,7,8
2020-09-30,7,4
2020-10-01,9,9
2020-10-02,7,7
2020-10-03,21,11
2020-10-04,16,4
2020-10-05,17,6
2020-10-06,24,10
2020-10-07,17,15
2020-10-08,25,16
2020-10-09,22,14
2020-10-10,33,13
2020-10-11,33,18
2020-10-12,36,17
2020-10-13,55,17
2020-10-14,35,39
2020-10-15,37,30
2020-10-16,56,37
2020-10-17,40,33
2020-10-18,60,35
2020-10-19,69,51
2020-10-20,49,46
2020-10-21,63,48
2020-10-22,59,58
2020-10-23,75,52
2020-10-24,61,40
2020-10-25,86,55
2020-10-26,75,59
2020-10-27,62,77
2020-10-28,93,61
2020-10-29,91,70
2020-10-30,78,73
2020-10-31,87,76
2020-11-01,81,76
2020-11-02,76,80
2020-11-03,78,95
2020-11-04,69,66
2020-11-05,82,76
2020-11-06,69,89
2020-11-07,78,70
2020-11-08,77,73
2020-11-09,78,86
2020-11-10,63,78
2020-11-11,71,90
2020-11-12,54,95
2020-11-13,50,73
2020-11-14,44,63
2020-11-15,49,66
2020-11-16,62,76
2020-11-17,57,58
2020-11-18,56,62
2020-11-19,42,65
2020-11-20,47,57
2020-11-21,40,49
2020-11-22,33,47
2020-11-23,34,60
2020-11-24,34,40
2020-11-25,31,40
2020-11-26,30,30
2020-11-27,21,42
2020-11-28,33,30
2020-11-29,21,30
2020-11-30,18,26
2020-12-01,21,32
2020-12-02,20,29
2020-12-03,8,31
2020-12-04,9,15
2020-12-05,7,18
2020-12-06,10,30
2020-12-07,7,11
2020-12-08,7,11
2020-12-09,6,15
2020-12-10,6,13
2020-12-11,-1,8
2020-12-12,-1,10
2020-12-13,0,-1
2020-12-14,0,7
2020-12-15,0,0
2020-12-16,0,0
2020-12-17,0,0
2020-12-18,0,0
2020-12-19,0,0
2020-12-20,0,0
2020-12-21,0,0
2020-12-22,0,0
2020-12-23,0,0
2020-12-24,0,0
2020-12-25,0,0
2020-12-26,0,0
2020-12-27,0,0
2020-12-28,0,0
2020-12-29,0,0
2020-12-30,0,0
2020-12-31,0,0
