data,P_iqo_is_fqo_g,p_IQO_is_fqo_g,p_iqo_IS_fqo_g,p_iqo_is_FQO_g,p_iqo_is_fqo_G
2020-11-22,25,25,46,28,28
2020-11-23,32,32,37,45,45
2020-11-24,31,31,29,40,40
2020-11-25,34,34,33,36,36
2020-11-26,41,41,29,57,57
2020-11-27,31,31,39,34,34
2020-11-28,27,27,29,54,54
2020-11-29,14,14,33,50,50
2020-11-30,16,16,22,56,56
2020-12-01,18,18,20,47,47
2020-12-02,0,0,17,55,55
2020-12-03,0,0,9,50,50
2020-12-04,0,0,7,53,53
2020-12-05,0,0,0,52,52
2020-12-06,0,0,0,39,39
2020-12-07,0,0,0,48,48
2020-12-08,0,0,0,42,42
2020-12-09,0,0,0,42,42
2020-12-10,0,0,0,27,27
2020-12-11,0,0,0,39,39
2020-12-12,0,0,0,23,23
2020-12-13,0,0,0,33,33
2020-12-14,0,0,0,29,29
2020-12-15,0,0,0,32,32
2020-12-16,0,0,0,23,23
2020-12-17,0,0,0,20,20
2020-12-18,0,0,0,12,12
2020-12-19,0,0,0,6,6
2020-12-20,0,0,0,9,9
2020-12-21,0,0,0,-1,-1
2020-12-22,0,0,0,0,0
2020-12-23,0,0,0,0,0
2020-12-24,0,0,0,0,0
2020-12-25,0,0,0,0,0
2020-12-26,0,0,0,0,0
2020-12-27,0,0,0,0,0
2020-12-28,0,0,0,0,0
2020-12-29,0,0,0,0,0
2020-12-30,0,0,0,0,0
2020-12-31,0,0,0,0,0
