data,P_iqo_fqo_g,p_IQO_fqo_g,p_iqo_FQO_g,p_iqo_fqo_G
2020-10-28,249,249,30,30
2020-10-29,185,185,40,40
2020-10-30,224,224,37,37
2020-10-31,186,186,55,55
2020-11-01,129,129,56,56
2020-11-02,204,204,60,60
2020-11-03,213,213,62,62
2020-11-04,287,287,81,81
2020-11-05,278,278,85,85
2020-11-06,322,322,90,90
2020-11-07,224,224,111,111
2020-11-08,181,181,95,95
2020-11-09,258,258,129,129
2020-11-10,273,273,113,113
2020-11-11,305,305,154,154
2020-11-12,321,321,149,149
2020-11-13,358,358,166,166
2020-11-14,299,299,184,184
2020-11-15,195,195,162,162
2020-11-16,292,292,176,176
2020-11-17,316,316,201,201
2020-11-18,326,326,195,195
2020-11-19,318,318,216,216
2020-11-20,270,270,248,248
2020-11-21,185,185,230,230
2020-11-22,135,135,224,224
2020-11-23,204,204,259,259
2020-11-24,203,203,221,221
2020-11-25,213,213,255,255
2020-11-26,222,222,281,281
2020-11-27,178,178,287,287
2020-11-28,152,152,282,282
2020-11-29,79,79,277,277
2020-11-30,132,132,292,292
2020-12-01,136,136,287,287
2020-12-02,136,136,329,329
2020-12-03,117,117,290,290
2020-12-04,136,136,272,272
2020-12-05,87,87,283,283
2020-12-06,66,66,299,299
2020-12-07,71,71,262,262
2020-12-08,54,54,212,212
2020-12-09,81,81,239,239
2020-12-10,108,108,196,196
2020-12-11,107,107,194,194
2020-12-12,65,65,172,172
2020-12-13,41,41,211,211
2020-12-14,60,60,190,190
2020-12-15,88,88,141,141
2020-12-16,0,0,136,136
2020-12-17,0,0,158,158
2020-12-18,0,0,137,137
2020-12-19,0,0,122,122
2020-12-20,0,0,118,118
2020-12-21,0,0,112,112
2020-12-22,0,0,98,98
2020-12-23,0,0,88,88
2020-12-24,0,0,83,83
2020-12-25,0,0,652,652
2020-12-26,0,0,0,0
2020-12-27,0,0,0,0
2020-12-28,0,0,0,0
2020-12-29,0,0,0,0
2020-12-30,0,0,0,0
2020-12-31,0,0,0,0
