data,P_iqo_is_fqo_g,p_IQO_is_fqo_g,p_iqo_IS_fqo_g,p_iqo_is_FQO_g,p_iqo_is_fqo_G
2020-11-22,36,36,69,59,59
2020-11-23,55,55,58,69,69
2020-11-24,57,57,49,79,79
2020-11-25,54,54,49,75,75
2020-11-26,70,70,50,77,77
2020-11-27,61,61,70,68,68
2020-11-28,50,50,51,62,62
2020-11-29,19,19,71,90,90
2020-11-30,39,39,39,81,81
2020-12-01,38,38,31,75,75
2020-12-02,0,0,35,94,94
2020-12-03,0,0,22,88,88
2020-12-04,0,0,6,93,93
2020-12-05,0,0,0,76,76
2020-12-06,0,0,0,73,73
2020-12-07,0,0,0,62,62
2020-12-08,0,0,0,60,60
2020-12-09,0,0,0,61,61
2020-12-10,0,0,0,57,57
2020-12-11,0,0,0,59,59
2020-12-12,0,0,0,50,50
2020-12-13,0,0,0,55,55
2020-12-14,0,0,0,51,51
2020-12-15,0,0,0,43,43
2020-12-16,0,0,0,38,38
2020-12-17,0,0,0,48,48
2020-12-18,0,0,0,24,24
2020-12-19,0,0,0,23,23
2020-12-20,0,0,0,5,5
2020-12-21,0,0,0,10,10
2020-12-22,0,0,0,-1,-1
2020-12-23,0,0,0,0,0
2020-12-24,0,0,0,0,0
2020-12-25,0,0,0,0,0
2020-12-26,0,0,0,0,0
2020-12-27,0,0,0,0,0
2020-12-28,0,0,0,0,0
2020-12-29,0,0,0,0,0
2020-12-30,0,0,0,0,0
2020-12-31,0,0,0,0,0
