data,IQP_fqp,iqp_FQP
2020-06-02,-1,-1
2020-06-03,-1,-1
2020-06-04,-1,0
2020-06-05,-1,4
2020-06-06,-1,-1
2020-06-07,0,4
2020-06-08,0,-1
2020-06-09,-1,0
2020-06-10,-1,-1
2020-06-11,-1,0
2020-06-12,-1,-1
2020-06-13,4,-1
2020-06-14,-1,-1
2020-06-15,-1,-1
2020-06-16,-1,-1
2020-06-17,-1,-1
2020-06-18,-1,-1
2020-06-19,-1,-1
2020-06-20,-1,-1
2020-06-21,0,0
2020-06-22,-1,-1
2020-06-23,-1,-1
2020-06-24,-1,0
2020-06-25,-1,-1
2020-06-26,0,-1
2020-06-27,-1,0
2020-06-28,-1,-1
2020-06-29,-1,0
2020-06-30,-1,-1
2020-07-01,-1,-1
2020-07-02,-1,-1
2020-07-03,0,-1
2020-07-04,0,0
2020-07-05,-1,4
2020-07-06,-1,-1
2020-07-07,0,-1
2020-07-08,0,0
2020-07-09,4,-1
2020-07-10,-1,-1
2020-07-11,-1,-1
2020-07-12,-1,-1
2020-07-13,-1,-1
2020-07-14,0,-1
2020-07-15,-1,0
2020-07-16,-1,-1
2020-07-17,-1,-1
2020-07-18,-1,-1
2020-07-19,-1,-1
2020-07-20,-1,-1
2020-07-21,5,-1
2020-07-22,6,-1
2020-07-23,4,0
2020-07-24,5,-1
2020-07-25,5,4
2020-07-26,5,4
2020-07-27,4,-1
2020-07-28,6,5
2020-07-29,-1,6
2020-07-30,8,-1
2020-07-31,7,7
2020-08-01,5,4
2020-08-02,4,-1
2020-08-03,-1,5
2020-08-04,7,6
2020-08-05,8,4
2020-08-06,-1,-1
2020-08-07,13,-1
2020-08-08,6,7
2020-08-09,8,13
2020-08-10,11,6
2020-08-11,-1,6
2020-08-12,10,12
2020-08-13,7,12
2020-08-14,12,7
2020-08-15,11,8
2020-08-16,10,5
2020-08-17,14,9
2020-08-18,11,7
2020-08-19,6,9
2020-08-20,4,7
2020-08-21,9,17
2020-08-22,12,6
2020-08-23,15,16
2020-08-24,13,8
2020-08-25,4,9
2020-08-26,13,8
2020-08-27,4,9
2020-08-28,8,7
2020-08-29,9,8
2020-08-30,7,14
2020-08-31,9,12
2020-09-01,6,5
2020-09-02,10,7
2020-09-03,9,7
2020-09-04,11,10
2020-09-05,17,7
2020-09-06,7,7
2020-09-07,7,13
2020-09-08,8,9
2020-09-09,9,15
2020-09-10,10,11
2020-09-11,19,6
2020-09-12,9,9
2020-09-13,15,5
2020-09-14,22,13
2020-09-15,20,10
2020-09-16,18,12
2020-09-17,12,20
2020-09-18,17,13
2020-09-19,28,17
2020-09-20,43,16
2020-09-21,40,13
2020-09-22,41,27
2020-09-23,30,22
2020-09-24,48,18
2020-09-25,50,28
2020-09-26,65,28
2020-09-27,67,25
2020-09-28,70,38
2020-09-29,89,58
2020-09-30,87,47
2020-10-01,91,53
2020-10-02,120,64
2020-10-03,118,65
2020-10-04,135,85
2020-10-05,123,80
2020-10-06,149,109
2020-10-07,141,90
2020-10-08,147,109
2020-10-09,196,118
2020-10-10,188,118
2020-10-11,208,145
2020-10-12,232,166
2020-10-13,258,177
2020-10-14,256,182
2020-10-15,254,204
2020-10-16,258,190
2020-10-17,274,239
2020-10-18,260,222
2020-10-19,302,227
2020-10-20,301,253
2020-10-21,315,272
2020-10-22,325,241
2020-10-23,314,291
2020-10-24,323,270
2020-10-25,327,302
2020-10-26,351,299
2020-10-27,325,345
2020-10-28,325,334
2020-10-29,327,333
2020-10-30,343,351
2020-10-31,342,332
2020-11-01,333,360
2020-11-02,313,386
2020-11-03,317,367
2020-11-04,298,365
2020-11-05,294,341
2020-11-06,271,316
2020-11-07,251,271
2020-11-08,235,302
2020-11-09,256,318
2020-11-10,217,288
2020-11-11,220,264
2020-11-12,206,278
2020-11-13,199,262
2020-11-14,173,233
2020-11-15,198,236
2020-11-16,152,239
2020-11-17,157,223
2020-11-18,127,193
2020-11-19,126,165
2020-11-20,107,146
2020-11-21,131,129
2020-11-22,122,159
2020-11-23,106,163
2020-11-24,111,144
2020-11-25,98,142
2020-11-26,105,122
2020-11-27,92,94
2020-11-28,74,105
2020-11-29,65,100
2020-11-30,74,102
2020-12-01,57,111
2020-12-02,54,83
2020-12-03,41,64
2020-12-04,39,71
2020-12-05,41,70
2020-12-06,37,54
2020-12-07,27,45
2020-12-08,20,58
2020-12-09,16,67
2020-12-10,15,33
2020-12-11,12,33
2020-12-12,8,32
2020-12-13,5,21
2020-12-14,-1,18
2020-12-15,0,0
2020-12-16,0,0
2020-12-17,0,0
2020-12-18,0,0
2020-12-19,0,0
2020-12-20,0,0
2020-12-21,0,0
2020-12-22,0,0
2020-12-23,0,0
2020-12-24,0,0
2020-12-25,0,0
2020-12-26,0,0
2020-12-27,0,0
2020-12-28,0,0
2020-12-29,0,0
2020-12-30,0,0
2020-12-31,0,0
