data,P_iqo_is_fqo_g,p_IQO_is_fqo_g,p_iqo_IS_fqo_g,p_iqo_is_FQO_g,p_iqo_is_fqo_G
2020-11-20,66,66,51,43,43
2020-11-21,50,50,67,50,50
2020-11-22,23,23,52,54,54
2020-11-23,48,48,43,64,64
2020-11-24,39,39,40,49,49
2020-11-25,47,47,35,64,64
2020-11-26,54,54,53,70,70
2020-11-27,32,32,38,66,66
2020-11-28,31,31,45,61,61
2020-11-29,16,16,38,52,52
2020-11-30,26,26,32,71,71
2020-12-01,25,25,18,65,65
2020-12-02,0,0,24,60,60
2020-12-03,0,0,19,70,70
2020-12-04,0,0,-1,73,73
2020-12-05,0,0,0,41,41
2020-12-06,0,0,0,64,64
2020-12-07,0,0,0,53,53
2020-12-08,0,0,0,50,50
2020-12-09,0,0,0,48,48
2020-12-10,0,0,0,50,50
2020-12-11,0,0,0,57,57
2020-12-12,0,0,0,43,43
2020-12-13,0,0,0,35,35
2020-12-14,0,0,0,35,35
2020-12-15,0,0,0,28,28
2020-12-16,0,0,0,23,23
2020-12-17,0,0,0,25,25
2020-12-18,0,0,0,16,16
2020-12-19,0,0,0,11,11
2020-12-20,0,0,0,10,10
2020-12-21,0,0,0,9,9
2020-12-22,0,0,0,-1,-1
2020-12-23,0,0,0,0,0
2020-12-24,0,0,0,0,0
2020-12-25,0,0,0,0,0
2020-12-26,0,0,0,0,0
2020-12-27,0,0,0,0,0
2020-12-28,0,0,0,0,0
2020-12-29,0,0,0,0,0
2020-12-30,0,0,0,0,0
2020-12-31,0,0,0,0,0
