data,IS_p_iqo_fqo_g,is_P_iqo_fqo_g,is_p_IQO_fqo_g,is_p_iqo_FQO_g,is_p_iqo_fqo_G
2020-11-23,48,36,36,65,65
2020-11-24,54,48,48,48,48
2020-11-25,40,48,48,47,47
2020-11-26,43,47,47,59,59
2020-11-27,36,47,47,67,67
2020-11-28,29,39,39,62,62
2020-11-29,18,18,18,64,64
2020-11-30,38,28,28,61,61
2020-12-01,33,30,30,62,62
2020-12-02,34,33,33,68,68
2020-12-03,29,39,39,62,62
2020-12-04,23,37,37,68,68
2020-12-05,21,24,24,66,66
2020-12-06,15,10,10,59,59
2020-12-07,25,28,28,56,56
2020-12-08,23,17,17,54,54
2020-12-09,21,21,21,50,50
2020-12-10,27,18,18,53,53
2020-12-11,21,36,36,36,36
2020-12-12,17,16,16,40,40
2020-12-13,11,18,18,38,38
2020-12-14,5,8,8,49,49
2020-12-15,13,25,25,40,40
2020-12-16,0,0,0,33,33
2020-12-17,0,0,0,29,29
2020-12-18,0,0,0,34,34
2020-12-19,0,0,0,30,30
2020-12-20,0,0,0,31,31
2020-12-21,0,0,0,33,33
2020-12-22,0,0,0,27,27
2020-12-23,0,0,0,27,27
2020-12-24,0,0,0,20,20
2020-12-25,0,0,0,173,173
2020-12-26,0,0,0,0,0
2020-12-27,0,0,0,0,0
2020-12-28,0,0,0,0,0
2020-12-29,0,0,0,0,0
2020-12-30,0,0,0,0,0
2020-12-31,0,0,0,0,0
